Status,Trace,Trace Length,Estimated Value
SUCCESS,Trace 1,62,21.323906476380394
SUCCESS,Trace 1,62,20.586201489883663
SUCCESS,Trace 1,62,20.750135984577117
SUCCESS,Trace 1,62,22.061611381079512
SUCCESS,Trace 1,62,20.914070436557967
SUCCESS,Trace 1,62,20.42226707739373
SUCCESS,Trace 1,62,21.487840889809547
SUCCESS,Trace 1,62,22.22554575727792
SUCCESS,Trace 1,62,21.159972140687543
SUCCESS,Trace 1,24,21.893838903178338
SUCCESS,Trace 1,62,22.88128348647571
SUCCESS,Trace 1,32,22.766396555359837
SUCCESS,Trace 1,62,22.143334371325842
SUCCESS,Trace 1,62,22.225545657800907
SUCCESS,Trace 1,62,20.832103122330967
SUCCESS,Trace 1,62,21.241939238502315
SUCCESS,Trace 1,41,21.918957382440567
SUCCESS,Trace 1,62,21.6517753221729
SUCCESS,Trace 1,62,20.996037640507588
SUCCESS,Trace 1,62,22.471447429915592
SUCCESS,Trace 1,62,21.733738750707907
SUCCESS,Trace 1,62,20.832103145273187
SUCCESS,Trace 1,62,20.996037623921378
SUCCESS,Trace 1,62,20.58620152089247
SUCCESS,Trace 1,62,21.487840808705837
SUCCESS,Trace 1,62,21.15997195772291
SUCCESS,Trace 1,62,22.717349038641007
SUCCESS,Trace 1,62,22.963250670190185
SUCCESS,Trace 1,62,20.91407037172161
SUCCESS,Trace 1,62,20.99603757183385
SUCCESS,Trace 1,62,21.65177531550574
SUCCESS,Trace 1,62,22.04778715506084
SUCCESS,Trace 1,38,23.405359339069676
SUCCESS,Trace 1,62,20.668168713690775
SUCCESS,Trace 1,62,21.56980811478457
SUCCESS,Trace 1,62,20.340299903363988
SUCCESS,Trace 1,62,22.47144748029503
SUCCESS,Trace 1,62,21.487840792021988
SUCCESS,Trace 1,62,21.883796602679706
SUCCESS,Trace 1,62,21.32390634708399
SUCCESS,Trace 1,62,21.73374256770551
SUCCESS,Trace 1,62,20.91407031278277
SUCCESS,Trace 1,62,20.99603762170086
SUCCESS,Trace 1,62,22.143578520021432
SUCCESS,Trace 1,62,21.897676954850006
SUCCESS,Trace 1,62,21.651775328839413
SUCCESS,Trace 1,62,21.81570642578812
SUCCESS,Trace 1,62,20.340084795091972
SUCCESS,Trace 1,62,21.07800482266533
SUCCESS,Trace 1,62,21.323906437309102
SUCCESS,Trace 1,62,20.99603762717392
SUCCESS,Trace 1,62,22.53959062180876
SUCCESS,Trace 1,18,22.291193814838635
SUCCESS,Trace 1,62,22.47144365149617
SUCCESS,Trace 1,62,23.04519333179111
SUCCESS,Trace 1,62,22.71734904691253
SUCCESS,Trace 1,62,21.65177530132162
SUCCESS,Trace 1,62,20.832099533824643
SUCCESS,Trace 1,62,20.750111287705117
SUCCESS,Trace 1,62,20.58620145544784
SUCCESS,Trace 1,62,20.422267150374868
SUCCESS,Trace 1,62,21.477046765178397
SUCCESS,Trace 1,62,20.340299935589556
SUCCESS,Trace 1,62,20.83210316829159
SUCCESS,Trace 1,62,20.657374741601163
SUCCESS,Trace 1,62,21.159967789884472
SUCCESS,Trace 1,62,21.48784085976041
SUCCESS,Trace 1,62,22.881258821452327
SUCCESS,Trace 1,62,21.815709201930304
SUCCESS,Trace 1,62,22.061396192331785
SUCCESS,Trace 1,62,21.733742413928937
SUCCESS,Trace 1,62,22.30751295558742
SUCCESS,Trace 1,62,22.96325076442682
SUCCESS,Trace 1,62,21.73349857379583
SUCCESS,Trace 1,62,22.225545742472665
SUCCESS,Trace 1,62,21.73374256770551
SUCCESS,Trace 1,17,21.47239346032336
SUCCESS,Trace 1,62,20.58620154320804
SUCCESS,Trace 1,62,21.405873662739
SUCCESS,Trace 1,62,20.832103197691872
SUCCESS,Trace 1,62,21.393471037755248
SUCCESS,Trace 1,62,21.557380812341847
SUCCESS,Trace 1,62,21.15997201348231
SUCCESS,Trace 1,62,20.75013593267803
SUCCESS,Trace 1,62,21.475438302893508
SUCCESS,Trace 1,62,22.061611337725648
SUCCESS,Trace 1,62,20.914070436557967
SUCCESS,Trace 1,62,20.91406995280226
SUCCESS,Trace 1,62,20.340299920020176
SUCCESS,Trace 1,62,20.750135915750448
SUCCESS,Trace 1,62,20.996037627173912
SUCCESS,Trace 1,62,22.06161123808685
SUCCESS,Trace 1,26,24.35801179409027
SUCCESS,Trace 1,62,20.504234322702256
SUCCESS,Trace 1,62,20.750135908758224
SUCCESS,Trace 1,62,20.914070332636598
SUCCESS,Trace 1,30,20.12269979430434
SUCCESS,Trace 1,62,22.22554588367315
SUCCESS,Trace 1,62,20.66816835639154
SUCCESS,Trace 1,62,20.996037601435503
SUCCESS,Trace 1,62,20.750135946314813
SUCCESS,Trace 1,62,21.487816220160223
SUCCESS,Trace 1,62,20.5860143577217
SUCCESS,Trace 1,62,20.340299919003346
SUCCESS,Trace 1,62,21.48784090764581
SUCCESS,Trace 1,62,20.340299919003346
SUCCESS,Trace 1,62,21.078004783693462
SUCCESS,Trace 1,62,22.143578420097835
SUCCESS,Trace 1,62,23.782922830738006
SUCCESS,Trace 1,62,20.750135945492104
SUCCESS,Trace 1,62,20.996037623921378
SUCCESS,Trace 1,62,21.078004861212307
SUCCESS,Trace 1,62,21.791091282171585
SUCCESS,Trace 1,62,20.996037640507588
SUCCESS,Trace 1,62,20.422267053948072
SUCCESS,Trace 1,62,21.07800479795112
SUCCESS,Trace 1,62,21.32248501263418
SUCCESS,Trace 1,62,21.63955977085824
SUCCESS,Trace 1,62,21.159972100656784
SUCCESS,Trace 1,62,21.078004806546396
SUCCESS,Trace 1,62,20.176365470275034
SUCCESS,Trace 1,62,21.15997203451153
SUCCESS,Trace 1,62,20.750135906407092
SUCCESS,Trace 1,62,23.20896527140724
SUCCESS,Trace 1,45,20.885233940951224
SUCCESS,Trace 1,62,20.91407039084104
SUCCESS,Trace 1,62,21.48784081018222
SUCCESS,Trace 1,62,20.996037609995582
SUCCESS,Trace 1,62,21.651588189835476
SUCCESS,Trace 1,62,21.159972084216914
SUCCESS,Trace 1,62,21.078004761274997
SUCCESS,Trace 1,62,22.225545859741466
SUCCESS,Trace 1,62,20.75013595814169
SUCCESS,Trace 1,62,22.061611355328168
SUCCESS,Trace 1,62,20.66816871906396
SUCCESS,Trace 1,62,20.42226711647825
SUCCESS,Trace 1,62,20.750135961199085
SUCCESS,Trace 1,62,20.832103179434398
SUCCESS,Trace 1,62,20.586201519262595
SUCCESS,Trace 1,62,22.881096278948327
SUCCESS,Trace 1,62,21.323906470608026
SUCCESS,Trace 1,62,21.159972011065875
SUCCESS,Trace 1,62,21.323906373059007
SUCCESS,Trace 1,62,24.028824334832095
SUCCESS,Trace 1,62,22.30751311192747
SUCCESS,Trace 1,62,21.323906476380394
SUCCESS,Trace 1,62,20.832103119521843
SUCCESS,Trace 1,62,20.66816871906396
SUCCESS,Trace 1,62,20.586176895704426
SUCCESS,Trace 1,62,21.405633929848708
SUCCESS,Trace 1,62,21.405873529815814
SUCCESS,Trace 1,62,21.487840895744448
SUCCESS,Trace 1,62,20.66816873237735
SUCCESS,Trace 1,29,21.198510497703044
SUCCESS,Trace 1,62,21.56980816728888
SUCCESS,Trace 1,62,20.176365453688824
SUCCESS,Trace 1,62,20.504234308476917
SUCCESS,Trace 1,62,22.553199184091547
SUCCESS,Trace 1,13,25.063188473383587
SUCCESS,Trace 1,62,22.471447412144766
SUCCESS,Trace 1,62,20.422267074849344
SUCCESS,Trace 1,11,20.395029723644257
SUCCESS,Trace 1,62,20.73933871065984
SUCCESS,Trace 1,62,20.340299905277185
SUCCESS,Trace 1,62,20.914070391663422
SUCCESS,Trace 1,34,22.47752401917979
SUCCESS,Trace 1,62,20.586201587089185
SUCCESS,Trace 1,62,20.832103091257952
SUCCESS,Trace 1,62,21.15997196716661
SUCCESS,Trace 1,62,21.97964418129843
SUCCESS,Trace 1,62,20.3402999199184
SUCCESS,Trace 1,62,21.241938741432335
SUCCESS,Trace 1,62,20.99603750666634
SUCCESS,Trace 1,62,22.22554222115345
SUCCESS,Trace 1,62,21.078004704141243
SUCCESS,Trace 1,62,20.750135906407092
SUCCESS,Trace 1,62,20.914070369160513
SUCCESS,Trace 1,62,21.56980812045955
SUCCESS,Trace 1,62,23.209152387266002
SUCCESS,Trace 1,13,24.24986869096756
SUCCESS,Trace 1,62,21.897676956322954
